Zone,Produit,origine,dispo_alim_tonnes,Disponibilité alimentaire (Kcal/personne/jour),Disponibilité de protéines en quantité (g/personne/jour),Disponibilité de matière grasse en quantité (g/personne/jour)
Malaisie,"Plantes Oleiferes, Autre",vegetal,2080.19,0.0,0.04,0.02
Malaisie,Pois,vegetal,21693.41,7.0,0.44,0.03
Malaisie,Poivre,vegetal,17830.2,5.0,0.18,0.04
Malaisie,Pommes,vegetal,104009.5,4.0,0.02,0.02
Malaisie,Pommes de Terre,vegetal,325995.49,19.0,0.37,0.02
Malaisie,Racines nda,vegetal,29122.66,4.0,0.02,0.0
Malaisie,Raisin,vegetal,59434.0,3.0,0.03,0.01
Malaisie,Riz (Eq Blanchi),vegetal,2414506.25,762.0,13.52,1.72
Malaisie,Seigle,vegetal,0.0,0.0,0.0,
Malaisie,Soja,vegetal,1188.68,0.0,0.02,0.0
Malaisie,Sorgho,vegetal,,,,
Malaisie,Sucre Eq Brut,vegetal,1276642.32,402.0,,
Malaisie,"Sucre, betterave",vegetal,,,,
Malaisie,"Sucre, canne",vegetal,0.0,0.0,0.0,0.0
Malaisie,Sésame,vegetal,297.17,0.0,0.01,0.02
Malaisie,Thé,vegetal,29122.66,1.0,0.27,
Malaisie,Tomates,vegetal,189297.29,4.0,0.19,0.05
Malaisie,Vin,vegetal,3863.21,0.0,,
Malaisie,"Épices, Autres",vegetal,81127.41,26.0,0.82,0.65
Malawi,"Agrumes, Autres",vegetal,7690.61,0.0,0.0,0.0
Malawi,"Alcool, non Comestible",vegetal,,,,
Malawi,Aliments pour enfants,vegetal,327.26,0.0,0.01,0.0
Malawi,Ananas,vegetal,0.0,0.0,,
Malawi,Arachides Decortiquees,vegetal,81487.74,70.0,2.94,5.68
Malawi,Avoine,vegetal,0.0,0.0,0.0,0.0
Malawi,Bananes,vegetal,347713.75,35.0,0.58,0.06
Malawi,Bananes plantains,vegetal,335441.5,50.0,0.45,0.11
Malawi,Bière,vegetal,32889.63,3.0,0.03,
Malawi,Blé,vegetal,192592.51,88.0,2.65,0.34
Malawi,Boissons Alcooliques,vegetal,5236.16,3.0,,
Malawi,Boissons Fermentés,vegetal,278825.52,16.0,0.23,
Malawi,Café,vegetal,5072.53,0.0,0.05,
Malawi,Citrons & Limes,vegetal,0.0,0.0,,
Malawi,Coco (Incl Coprah),vegetal,163.63,0.0,0.0,0.0
Malawi,"Céréales, Autres",vegetal,0.0,0.0,0.0,0.0
Malawi,Dattes,vegetal,0.0,0.0,,
Malawi,Edulcorants Autres,vegetal,490.89,0.0,,
Malawi,Feve de Cacao,vegetal,163.63,0.0,0.0,0.02
Malawi,"Fruits, Autres",vegetal,327096.37,23.0,0.26,0.19
Malawi,Girofles,vegetal,0.0,0.0,,
Malawi,Graines Colza/Moutarde,vegetal,0.0,0.0,0.0,0.0
Malawi,Graines de coton,vegetal,,,,
Malawi,Graines de tournesol,vegetal,,,,
Malawi,Haricots,vegetal,67415.56,38.0,2.45,0.17
Malawi,Huil Plantes Oleif Autr,vegetal,4581.64,7.0,0.01,0.73
Malawi,Huile Graines de Coton,vegetal,10145.06,15.0,,1.71
Malawi,Huile d'Arachide,vegetal,18326.56,27.0,,3.07
Malawi,Huile d'Olive,vegetal,0.0,0.0,,0.01
Malawi,Huile de Coco,vegetal,163.63,0.0,,0.02
Malawi,Huile de Colza&Moutarde,vegetal,0.0,0.0,,0.0
Malawi,Huile de Germe de Maïs,vegetal,0.0,0.0,,0.0
Malawi,Huile de Palme,vegetal,2454.45,4.0,,0.42
Malawi,Huile de Palmistes,vegetal,163.63,0.0,,0.03
Malawi,Huile de Soja,vegetal,10308.69,15.0,,1.72
Malawi,Huile de Tournesol,vegetal,4908.9,7.0,,0.83
Malawi,"Légumes, Autres",vegetal,270971.28,9.0,0.6,0.08
Malawi,Légumineuses Autres,vegetal,173775.06,101.0,5.83,0.47
Malawi,Manioc,vegetal,1253733.06,147.0,1.53,0.35
Malawi,Maïs,vegetal,2114754.12,1125.0,29.64,12.11
Malawi,Miel,vegetal,0.0,0.0,,
Malawi,Millet,vegetal,36489.49,20.0,0.56,0.17
Malawi,Miscellanees,vegetal,,0.0,0.01,0.0
Malawi,Noix,vegetal,1636.3,1.0,0.02,0.08
Malawi,Oignons,vegetal,49089.0,3.0,0.09,0.01
Malawi,Olives,vegetal,0.0,0.0,,0.0
Malawi,"Oranges, Mandarines",vegetal,654.52,0.0,0.0,
Malawi,Orge,vegetal,654.52,0.0,0.0,0.0
Malawi,Palmistes,vegetal,0.0,0.0,,
Malawi,Pamplemousse,vegetal,163.63,0.0,,
Malawi,Patates douces,vegetal,0.0,0.0,,
Malawi,Piments,vegetal,1636.3,1.0,0.03,0.05
Malawi,"Plantes Oleiferes, Autre",vegetal,,,,
Malawi,Pois,vegetal,4254.38,2.0,0.16,0.01
Malawi,Poivre,vegetal,327.26,0.0,0.01,0.0
Malawi,Pommes,vegetal,818.15,0.0,,0.0
Malawi,Pommes de Terre,vegetal,2154843.47,249.0,5.12,0.31
Malawi,Racines nda,vegetal,163.63,0.0,0.0,0.0
Malawi,Raisin,vegetal,163.63,0.0,,
Malawi,Riz (Eq Blanchi),vegetal,77724.25,47.0,0.9,0.06
Malawi,Seigle,vegetal,0.0,0.0,0.0,
Malawi,Soja,vegetal,28798.88,16.0,1.83,0.87
Malawi,Sorgho,vegetal,35834.97,20.0,0.61,0.18
Malawi,Sucre Eq Brut,vegetal,134667.49,81.0,,
Malawi,"Sucre, canne",vegetal,,,,
Malawi,Sésame,vegetal,,0.0,,
Malawi,Thé,vegetal,3436.23,0.0,0.06,
Malawi,Tomates,vegetal,37471.27,1.0,0.06,0.01
Malawi,Vin,vegetal,163.63,0.0,,
Malawi,"Épices, Autres",vegetal,1309.04,1.0,0.02,0.04
Maldives,"Agrumes, Autres",vegetal,821.1,1.0,0.02,
Maldives,Aliments pour enfants,vegetal,124.2,4.0,0.15,0.03
Maldives,Ananas,vegetal,4833.45,14.0,0.1,0.04
Maldives,Arachides Decortiquees,vegetal,48.300000000000004,2.0,0.1,0.18
Maldives,Avoine,vegetal,37.95,1.0,0.04,0.02
Maldives,Bananes,vegetal,876.3,4.0,0.05,0.02
Maldives,Bananes plantains,vegetal,10.35,0.0,,
Maldives,Bière,vegetal,1931.9999999999998,8.0,0.08,
Maldives,Blé,vegetal,26830.65,566.0,13.23,2.95
Maldives,Boissons Alcooliques,vegetal,358.8,8.0,,
Maldives,Boissons Fermentés,vegetal,6.9,0.0,,
Maldives,Café,vegetal,2960.1,12.0,0.45,
Maldives,Citrons & Limes,vegetal,1283.4,2.0,0.06,0.02
Maldives,Coco (Incl Coprah),vegetal,555.45,7.0,0.07,0.6
Maldives,"Céréales, Autres",vegetal,69.0,2.0,0.04,0.01
Maldives,Dattes,vegetal,424.35,5.0,0.05,0.02
Maldives,Edulcorants Autres,vegetal,762.45,11.0,,
Maldives,Feve de Cacao,vegetal,393.29999999999995,23.0,0.25,2.13
Maldives,"Fruits, Autres",vegetal,18112.5,46.0,0.42,0.21
Maldives,Girofles,vegetal,6.9,0.0,0.0,0.01
Maldives,Graines Colza/Moutarde,vegetal,0.0,3.0,0.0,0.0
Maldives,Graines de tournesol,vegetal,13.8,0.0,,0.03
Maldives,Haricots,vegetal,41.4,1.0,0.08,
Maldives,Huil Plantes Oleif Autr,vegetal,248.4,17.0,0.01,1.93
Maldives,Huile d'Arachide,vegetal,,0.0,,
Maldives,Huile d'Olive,vegetal,265.65,19.0,,2.11
Maldives,Huile de Coco,vegetal,27.6,2.0,,0.21
Maldives,Huile de Colza&Moutarde,vegetal,6.9,1.0,,0.06
Maldives,Huile de Germe de Maïs,vegetal,,,,
Maldives,Huile de Palme,vegetal,,,,
Maldives,Huile de Soja,vegetal,227.7,16.0,,1.81
Maldives,Huile de Sésame,vegetal,13.8,1.0,,0.1
Maldives,Huile de Tournesol,vegetal,3.45,0.0,,0.03
Maldives,Ignames,vegetal,20.7,0.0,,
Maldives,"Légumes, Autres",vegetal,18171.15,48.0,2.14,0.31
Maldives,Légumineuses Autres,vegetal,1166.1,32.0,1.95,0.19
Maldives,Manioc,vegetal,138.0,1.0,,
Maldives,Maïs,vegetal,286.35,7.0,0.16,0.05
Maldives,Miel,vegetal,117.30000000000001,3.0,,
Maldives,Millet,vegetal,244.95,6.0,0.11,0.02
Maldives,Miscellanees,vegetal,,16.0,0.47,0.2
Maldives,Noix,vegetal,5413.05,91.0,2.38,6.31
Maldives,Oignons,vegetal,7334.700000000001,18.0,0.64,0.12
Maldives,Olives,vegetal,110.4,1.0,,0.1
Maldives,"Oranges, Mandarines",vegetal,14665.95,22.0,0.38,0.04
Maldives,Orge,vegetal,6.9,0.0,0.01,
Maldives,Pamplemousse,vegetal,369.15,1.0,,
Maldives,Patates douces,vegetal,110.4,1.0,0.01,0.0
Maldives,Piments,vegetal,382.95000000000005,9.0,0.36,0.38
Maldives,"Plantes Oleiferes, Autre",vegetal,3.45,0.0,,0.01
Maldives,Pois,vegetal,6.9,0.0,0.01,
Maldives,Poivre,vegetal,51.75,1.0,0.05,0.01
Maldives,Pommes,vegetal,12240.599999999999,22.0,0.06,0.09
Maldives,Pommes de Terre,vegetal,5364.75,26.0,0.55,0.03
Maldives,Racines nda,vegetal,2245.95,16.0,0.29,0.03
Maldives,Raisin,vegetal,834.9,4.0,0.04,
Maldives,Riz (Eq Blanchi),vegetal,17501.85,496.0,9.86,1.25
Maldives,Seigle,vegetal,,,,
Maldives,Soja,vegetal,69.0,1.0,0.09,
Maldives,Sorgho,vegetal,,,,
Maldives,Sucre Eq Brut,vegetal,9566.85,278.0,,
Maldives,Sésame,vegetal,10.35,0.0,0.02,0.04
Maldives,Thé,vegetal,448.5,1.0,0.34,
Maldives,Tomates,vegetal,5723.55,10.0,0.45,0.1
Maldives,Vin,vegetal,631.35,3.0,,
Maldives,"Épices, Autres",vegetal,848.7,23.0,0.78,0.87
Mali,"Agrumes, Autres",vegetal,153.02,0.0,,
Mali,"Alcool, non Comestible",vegetal,,,,
Mali,Aliments pour enfants,vegetal,612.08,0.0,0.02,0.0
Mali,Ananas,vegetal,1530.2,0.0,0.0,
Mali,Arachides Decortiquees,vegetal,22340.92,22.0,0.93,1.79
Mali,Avoine,vegetal,0.0,0.0,0.0,
Mali,Bananes,vegetal,182705.88,20.0,0.33,0.03
Mali,Bière,vegetal,18209.38,1.0,0.02,
Mali,Blé,vegetal,190968.96,99.0,2.81,0.69
Mali,Boissons Alcooliques,vegetal,459.06,0.0,,
Mali,Boissons Fermentés,vegetal,83701.94,5.0,0.07,
Mali,Café,vegetal,1836.24,0.0,0.01,
Mali,Citrons & Limes,vegetal,26472.46,1.0,0.03,0.01
Mali,Coco (Incl Coprah),vegetal,765.1,0.0,0.0,0.02
Mali,"Céréales, Autres",vegetal,18362.4,10.0,0.26,0.06
Mali,Dattes,vegetal,0.0,0.0,0.0,0.0
Mali,Edulcorants Autres,vegetal,306.04,0.0,,
Mali,Feve de Cacao,vegetal,306.04,0.0,0.0,0.04
Mali,"Fruits, Autres",vegetal,200150.16,15.0,0.23,0.15
Mali,Girofles,vegetal,0.0,0.0,,
Mali,Graines Colza/Moutarde,vegetal,0.0,1.0,0.0,0.0
Mali,Graines de coton,vegetal,,,,
Mali,Graines de tournesol,vegetal,0.0,0.0,,
Mali,Haricots,vegetal,4896.64,3.0,0.2,0.02
Mali,Huil Plantes Oleif Autr,vegetal,32746.280000000002,42.0,0.0,5.01
Mali,Huile Graines de Coton,vegetal,41774.46,66.0,,7.48
Mali,Huile d'Arachide,vegetal,31369.099999999995,50.0,,5.62
Mali,Huile d'Olive,vegetal,0.0,0.0,,0.0
Mali,Huile de Coco,vegetal,0.0,0.0,,0.0
Mali,Huile de Colza&Moutarde,vegetal,765.1,1.0,,0.12
Mali,Huile de Germe de Maïs,vegetal,0.0,0.0,,0.0
Mali,Huile de Palme,vegetal,11323.48,18.0,,2.03
Mali,Huile de Palmistes,vegetal,153.02,0.0,,0.02
Mali,Huile de Soja,vegetal,2754.36,4.0,,0.49
Mali,Huile de Tournesol,vegetal,153.02,0.0,,0.02
Mali,Ignames,vegetal,74061.68,13.0,0.21,0.03
Mali,"Légumes, Autres",vegetal,752399.34,26.0,0.93,0.27
Mali,Légumineuses Autres,vegetal,282168.88,177.0,10.65,1.83
Mali,Manioc,vegetal,20963.74,4.0,0.03,0.0
Mali,Maïs,vegetal,582241.1,331.0,8.72,3.56
Mali,Miel,vegetal,153.02,0.0,0.0,
Mali,Millet,vegetal,865175.08,461.0,10.01,3.95
Mali,Miscellanees,vegetal,,2.0,0.05,0.02
Mali,Noix,vegetal,1071.14,1.0,0.02,0.02
Mali,Oignons,vegetal,48507.34,3.0,0.1,0.01
Mali,Olives,vegetal,0.0,0.0,,0.0
Mali,"Oranges, Mandarines",vegetal,25860.38,1.0,0.02,0.01
Mali,Orge,vegetal,306.04,0.0,0.0,
Mali,Palmistes,vegetal,,,,
Mali,Pamplemousse,vegetal,0.0,0.0,,
Mali,Patates douces,vegetal,237487.04,41.0,0.55,0.09
Mali,Piments,vegetal,3519.46,2.0,0.09,0.06
Mali,"Plantes Oleiferes, Autre",vegetal,7804.02,3.0,0.13,0.23
Mali,Pois,vegetal,153.02,0.0,0.01,0.0
Mali,Poivre,vegetal,306.04,0.0,0.01,0.0
Mali,Pommes,vegetal,1989.26,0.0,0.0,0.0
Mali,Pommes de Terre,vegetal,99616.02,13.0,0.26,0.02
Mali,Racines nda,vegetal,15761.06,1.0,0.02,0.0
Mali,Raisin,vegetal,306.04,0.0,0.0,
Mali,Riz (Eq Blanchi),vegetal,872060.98,564.0,12.09,1.97
Mali,Seigle,vegetal,0.0,0.0,,
Mali,Soja,vegetal,2142.28,1.0,0.14,0.07
Mali,Sorgho,vegetal,759897.32,397.0,11.68,3.82
Mali,Sucre Eq Brut,vegetal,156539.46,100.0,,
Mali,"Sucre, betterave",vegetal,,,,
Mali,"Sucre, canne",vegetal,,,,
Mali,Sésame,vegetal,16832.2,17.0,0.53,1.49
Mali,Thé,vegetal,8416.1,1.0,0.15,
Mali,Tomates,vegetal,65033.5,3.0,0.12,0.03
Mali,Vin,vegetal,459.06,0.0,,
Mali,"Épices, Autres",vegetal,459.06,0.0,0.01,0.01
Malte,"Agrumes, Autres",vegetal,4847.7,8.0,0.09,0.02
Malte,"Alcool, non Comestible",vegetal,,,,
Malte,Aliments pour enfants,vegetal,265.98,6.0,0.26,0.05
Malte,Ananas,vegetal,592.02,2.0,0.01,
Malte,Arachides Decortiquees,vegetal,622.05,23.0,1.05,1.94
Malte,Avoine,vegetal,892.32,12.0,0.47,0.22
Malte,Bananes,vegetal,2904.33,11.0,0.15,0.02
Malte,Bananes plantains,vegetal,343.2,2.0,,
Malte,Bière,vegetal,15581.28,49.0,0.5,
Malte,Blé,vegetal,59879.82000000001,985.0,29.17,10.82
Malte,Boissons Alcooliques,vegetal,2024.88,38.0,,
Malte,Boissons Fermentés,vegetal,493.34999999999997,1.0,,
Malte,Café,vegetal,2067.78,6.0,0.29,
Malte,Citrons & Limes,vegetal,767.91,1.0,0.02,0.02
Malte,Coco (Incl Coprah),vegetal,244.52999999999997,2.0,0.02,0.2
Malte,"Céréales, Autres",vegetal,248.81999999999996,4.0,0.14,0.02
Malte,Dattes,vegetal,77.22,1.0,0.01,0.0
Malte,Edulcorants Autres,vegetal,4920.63,59.0,,
Malte,Feve de Cacao,vegetal,1480.05,70.0,0.77,6.33
Malte,"Fruits, Autres",vegetal,7232.94,19.0,0.27,0.16
Malte,Girofles,vegetal,0.0,0.0,,
Malte,Graines Colza/Moutarde,vegetal,0.0,1.0,0.0,0.0
Malte,Graines de coton,vegetal,,,,
Malte,Graines de tournesol,vegetal,141.57,3.0,0.11,0.24
Malte,Haricots,vegetal,553.41,12.0,0.75,0.06
Malte,Huil Plantes Oleif Autr,vegetal,1321.32,73.0,0.06,8.21
Malte,Huile Graines de Coton,vegetal,,,,
Malte,Huile d'Arachide,vegetal,8.58,0.0,,0.04
Malte,Huile d'Olive,vegetal,501.92999999999995,28.0,,3.21
Malte,Huile de Coco,vegetal,30.030000000000005,2.0,,0.2
Malte,Huile de Colza&Moutarde,vegetal,,,,
Malte,Huile de Germe de Maïs,vegetal,81.51,5.0,,0.51
Malte,Huile de Palme,vegetal,,,,
Malte,Huile de Palmistes,vegetal,,,,
Malte,Huile de Soja,vegetal,999.57,56.0,,6.39
Malte,Huile de Sésame,vegetal,12.87,1.0,,0.08
Malte,Huile de Tournesol,vegetal,643.5,36.0,,4.11
Malte,"Légumes, Autres",vegetal,64161.24,99.0,5.6,0.87
Malte,Légumineuses Autres,vegetal,858.0,19.0,1.27,0.11
Malte,Manioc,vegetal,4.29,0.0,,
Malte,Maïs,vegetal,2308.02,40.0,0.93,0.13
Malte,Miel,vegetal,102.96,2.0,,
Malte,Millet,vegetal,,,,
Malte,Miscellanees,vegetal,,0.0,0.0,0.0
Malte,Noix,vegetal,1788.93,29.0,0.8,2.62
Malte,Oignons,vegetal,6229.08,16.0,0.48,0.08
Malte,Olives,vegetal,1141.14,8.0,0.08,0.81
Malte,"Oranges, Mandarines",vegetal,9459.45,17.0,0.3,0.04
Malte,Orge,vegetal,25.74,0.0,0.01,
Malte,Palmistes,vegetal,,,,
Malte,Pamplemousse,vegetal,193.05,0.0,0.0,
Malte,Patates douces,vegetal,51.48,0.0,,
Malte,Piments,vegetal,17.16,0.0,0.01,0.02
Malte,"Plantes Oleiferes, Autre",vegetal,,,,
Malte,Pois,vegetal,274.56,6.0,0.4,0.03
Malte,Poivre,vegetal,64.35,1.0,0.04,0.01
Malte,Pommes,vegetal,4174.17,11.0,0.06,0.08
Malte,Pommes de Terre,vegetal,20853.69,75.0,1.6,0.07
Malte,Racines nda,vegetal,30.030000000000005,0.0,0.0,
Malte,Raisin,vegetal,2097.81,9.0,0.08,0.03
Malte,Riz (Eq Blanchi),vegetal,2127.84,49.0,0.95,0.08
Malte,Seigle,vegetal,0.0,0.0,0.0,
Malte,Soja,vegetal,21.45,0.0,0.02,
Malte,Sorgho,vegetal,,,,
Malte,Sucre Eq Brut,vegetal,21274.11,487.0,,
Malte,"Sucre, betterave",vegetal,,,,
Malte,"Sucre, canne",vegetal,,,,
Malte,Sésame,vegetal,98.67,4.0,0.11,0.31
Malte,Thé,vegetal,982.41,2.0,0.44,
Malte,Tomates,vegetal,16452.15,24.0,1.15,0.26
Malte,Vin,vegetal,6593.73,30.0,,
Malte,"Épices, Autres",vegetal,145.86,3.0,0.1,0.13
Maroc,"Agrumes, Autres",vegetal,6601.6,0.0,0.0,0.0
Maroc,"Alcool, non Comestible",vegetal,,,,
Maroc,Aliments pour enfants,vegetal,7591.84,2.0,0.1,0.02
Maroc,Ananas,vegetal,3300.8,0.0,0.0,0.0
Maroc,Arachides Decortiquees,vegetal,330.08,0.0,0.0,0.01
Maroc,Avoine,vegetal,4291.04,1.0,0.02,0.01
Maroc,Bananes,vegetal,317536.96,16.0,0.26,0.03
Maroc,Bière,vegetal,101664.64,4.0,0.04,
Maroc,Blé,vegetal,5931537.6,1392.0,42.56,5.52
Maroc,Boissons Alcooliques,vegetal,6271.52,2.0,,
Maroc,Boissons Fermentés,vegetal,0.0,0.0,,
Maroc,Café,vegetal,37629.12,1.0,0.09,
Maroc,Citrons & Limes,vegetal,11552.8,0.0,0.0,0.0
Maroc,Coco (Incl Coprah),vegetal,3300.8,0.0,0.0,0.03
Maroc,"Céréales, Autres",vegetal,660.16,0.0,0.0,0.0
Maroc,Dattes,vegetal,95063.04,15.0,0.12,0.03
Maroc,Edulcorants Autres,vegetal,8582.08,2.0,,
Maroc,Feve de Cacao,vegetal,17164.16,4.0,0.11,0.33
Maroc,"Fruits, Autres",vegetal,631443.04,27.0,0.42,0.53
Maroc,Girofles,vegetal,0.0,0.0,0.0,0.0
Maroc,Graines Colza/Moutarde,vegetal,0.0,0.0,0.0,0.0
Maroc,Graines de coton,vegetal,,,,
Maroc,Graines de tournesol,vegetal,,,,
Maroc,Haricots,vegetal,2970.72,1.0,0.06,0.0
Maroc,Huil Plantes Oleif Autr,vegetal,17824.32,13.0,0.01,1.44
Maroc,Huile Graines de Coton,vegetal,0.0,0.0,,0.0
Maroc,Huile d'Arachide,vegetal,11222.72,8.0,,0.94
Maroc,Huile d'Olive,vegetal,118828.8,87.0,,9.86
Maroc,Huile de Coco,vegetal,0.0,0.0,,0.0
Maroc,Huile de Colza&Moutarde,vegetal,7921.92,6.0,0.0,0.67
Maroc,Huile de Germe de Maïs,vegetal,990.24,1.0,,0.07
Maroc,Huile de Palme,vegetal,,,,
Maroc,Huile de Palmistes,vegetal,,,,
Maroc,Huile de Soja,vegetal,200028.48,147.0,,16.6
Maroc,Huile de Sésame,vegetal,0.0,0.0,,0.0
Maroc,Huile de Tournesol,vegetal,38949.44,29.0,,3.23
Maroc,"Légumes, Autres",vegetal,2702695.04,53.0,2.13,0.32
Maroc,Légumineuses Autres,vegetal,159098.56,46.0,3.2,0.23
Maroc,Manioc,vegetal,0.0,0.0,0.0,0.0
Maroc,Maïs,vegetal,1191918.88,273.0,6.97,2.45
Maroc,Miel,vegetal,6931.68,2.0,0.0,
Maroc,Millet,vegetal,5941.44,2.0,0.04,0.02
Maroc,Miscellanees,vegetal,,2.0,0.03,0.01
Maroc,Noix,vegetal,106285.76,26.0,0.84,2.31
Maroc,Oignons,vegetal,879333.12,28.0,0.8,0.07
Maroc,Olives,vegetal,21455.2,3.0,0.03,0.34
Maroc,"Oranges, Mandarines",vegetal,845004.8,23.0,0.28,0.15
Maroc,Orge,vegetal,1330222.4,281.0,7.98,1.36
Maroc,Palmistes,vegetal,,,,
Maroc,Pamplemousse,vegetal,330.08,0.0,0.0,0.0
Maroc,Patates douces,vegetal,26406.4,2.0,0.02,0.0
Maroc,Piments,vegetal,23765.76,6.0,0.27,0.19
Maroc,"Plantes Oleiferes, Autre",vegetal,0.0,0.0,0.0,0.0
Maroc,Pois,vegetal,40599.84,11.0,0.75,0.04
Maroc,Poivre,vegetal,330.08,0.0,0.0,0.0
Maroc,Pommes,vegetal,533409.28,21.0,0.1,0.12
Maroc,Pommes de Terre,vegetal,1602868.48,94.0,1.98,0.13
Maroc,Racines nda,vegetal,0.0,0.0,0.0,
Maroc,Raisin,vegetal,371670.08,18.0,0.19,0.12
Maroc,Riz (Eq Blanchi),vegetal,36308.8,11.0,0.22,0.02
Maroc,Seigle,vegetal,1980.48,0.0,0.01,0.0
Maroc,Soja,vegetal,0.0,0.0,0.0,
Maroc,Sorgho,vegetal,0.0,0.0,0.0,0.0
Maroc,Sucre Eq Brut,vegetal,1295894.08,382.0,,
Maroc,"Sucre, betterave",vegetal,,,,
Maroc,"Sucre, canne",vegetal,,,,
Maroc,Sésame,vegetal,2310.56,1.0,0.03,0.09
Maroc,Thé,vegetal,58754.24,2.0,0.49,
Maroc,Tomates,vegetal,778328.64,13.0,0.65,0.14
Maroc,Vin,vegetal,32347.84,2.0,0.0,
Maroc,"Épices, Autres",vegetal,38619.36,11.0,0.44,0.44
Maurice,"Agrumes, Autres",vegetal,1853.56,1.0,0.01,0.0
Maurice,"Alcool, non Comestible",vegetal,,,,
Maurice,Aliments pour enfants,vegetal,833.48,7.0,0.28,0.05
Maurice,Ananas,vegetal,13671.56,10.0,0.09,0.03
Maurice,Arachides Decortiquees,vegetal,1965.52,24.0,1.1,2.1
Maurice,Avoine,vegetal,422.96000000000004,3.0,0.08,0.05
Maurice,Bananes,vegetal,8148.2,11.0,0.18,0.02
Maurice,Bière,vegetal,36660.68,35.0,0.4,
Maurice,Blé,vegetal,141840.88,895.0,24.77,4.75
Maurice,Boissons Alcooliques,vegetal,1953.08,13.0,,
Maurice,Boissons Fermentés,vegetal,0.0,0.0,,
Maurice,Café,vegetal,1318.64,1.0,0.07,
Maurice,Citrons & Limes,vegetal,821.04,0.0,0.01,0.0
Maurice,Coco (Incl Coprah),vegetal,3843.96,12.0,0.12,1.18
Maurice,"Céréales, Autres",vegetal,248.8,1.0,0.04,0.0
Maurice,Dattes,vegetal,223.92,1.0,0.01,0.0
Maurice,Edulcorants Autres,vegetal,709.0799999999999,6.0,,
Maurice,Feve de Cacao,vegetal,1293.76,20.0,0.24,1.82
Maurice,"Fruits, Autres",vegetal,22081.0,19.0,0.21,0.11
Maurice,Girofles,vegetal,24.88,0.0,0.0,0.01
Maurice,Graines Colza/Moutarde,vegetal,0.0,3.0,0.0,0.0
Maurice,Graines de coton,vegetal,,,,
Maurice,Graines de tournesol,vegetal,111.96,1.0,0.03,0.06
Maurice,Haricots,vegetal,970.32,7.0,0.47,0.04
Maurice,Huil Plantes Oleif Autr,vegetal,1729.1599999999999,33.0,0.03,3.71
Maurice,Huile Graines de Coton,vegetal,136.84,3.0,,0.29
Maurice,Huile d'Arachide,vegetal,0.0,0.0,,0.01
Maurice,Huile d'Olive,vegetal,957.88,19.0,,2.12
Maurice,Huile de Coco,vegetal,87.08000000000001,2.0,,0.2
Maurice,Huile de Colza&Moutarde,vegetal,534.92,10.0,,1.18
Maurice,Huile de Germe de Maïs,vegetal,136.84,3.0,,0.3
Maurice,Huile de Palme,vegetal,547.36,11.0,,1.21
Maurice,Huile de Palmistes,vegetal,99.52,2.0,,0.21
Maurice,Huile de Soja,vegetal,15475.36,301.0,,34.09
Maurice,Huile de Sésame,vegetal,24.88,1.0,,0.07
Maurice,Huile de Tournesol,vegetal,4577.92,89.0,,10.07
Maurice,"Légumes, Autres",vegetal,56415.4,32.0,1.45,0.22
Maurice,Légumineuses Autres,vegetal,7725.24,59.0,3.92,0.36
Maurice,Manioc,vegetal,460.28,1.0,0.01,
Maurice,Maïs,vegetal,3694.6800000000003,27.0,0.63,0.11
Maurice,Miel,vegetal,211.48000000000002,1.0,,
Maurice,Millet,vegetal,,,,
Maurice,Miscellanees,vegetal,,6.0,0.18,0.07
Maurice,Noix,vegetal,933.0,5.0,0.15,0.45
Maurice,Oignons,vegetal,14604.56,13.0,0.35,0.03
Maurice,Olives,vegetal,174.16000000000003,0.0,0.0,0.04
Maurice,"Oranges, Mandarines",vegetal,10175.92,6.0,0.08,0.04
Maurice,Orge,vegetal,1915.76,10.0,0.17,
Maurice,Palmistes,vegetal,,0.0,,
Maurice,Pamplemousse,vegetal,1754.04,1.0,0.01,0.0
Maurice,Patates douces,vegetal,982.76,2.0,0.03,0.0
Maurice,Piments,vegetal,335.88,2.0,0.09,0.13
Maurice,"Plantes Oleiferes, Autre",vegetal,0.0,0.0,0.0,0.0
Maurice,Pois,vegetal,3943.48,30.0,1.95,0.16
Maurice,Poivre,vegetal,49.76,0.0,0.01,0.0
Maurice,Pommes,vegetal,21222.64,12.0,0.04,0.05
Maurice,Pommes de Terre,vegetal,23996.76,37.0,0.75,0.04
Maurice,Racines nda,vegetal,460.28,1.0,0.02,
Maurice,Raisin,vegetal,3321.48,4.0,0.05,0.02
Maurice,Riz (Eq Blanchi),vegetal,56676.64,457.0,8.71,0.73
Maurice,Seigle,vegetal,,,,
Maurice,Soja,vegetal,373.2,2.0,0.24,0.09
Maurice,Sucre Eq Brut,vegetal,42681.64,328.0,,
Maurice,"Sucre, canne",vegetal,,,,
Maurice,Sésame,vegetal,99.52,1.0,0.04,0.11
Maurice,Thé,vegetal,1567.44,1.0,0.34,
Maurice,Tomates,vegetal,18398.76,8.0,0.38,0.08
Maurice,Vin,vegetal,1915.76,3.0,,
Maurice,"Épices, Autres",vegetal,2587.52,20.0,0.66,0.66
Mauritanie,"Agrumes, Autres",vegetal,1244.8,0.0,,
Mauritanie,"Alcool, non Comestible",vegetal,,,,
Mauritanie,Aliments pour enfants,vegetal,0.0,0.0,0.0,0.0
Mauritanie,Ananas,vegetal,894.7,0.0,0.0,
